ticker,filing_date,start_date,start_price,return_1m,return_3m,negative_density,positive_density,word_count,negative_density_change,positive_density_change,momentum_3m
PEP,2020-02-13,2020-02-13,119.64462280273438,-0.2226830531192968,-0.0852830559250505,0.0110122750654608,0.0111794090883767,53849,-0.0007620336785448,-6.434154931327443e-05,0.11458695442410538
PEP,2019-02-15,2019-02-15,91.95336151123048,0.0270689651310001,0.1350900239792354,0.0117743087440057,0.01124375063769,49005,-0.0002034182920075,-0.0009342728370525,-0.03121059245121105
PEP,2018-02-13,2018-02-13,86.10356903076172,0.0060427439269301,-0.1304135554101019,0.0119777270360133,0.0121780234747426,49926,-0.0001458962312926,-0.0006784613026768,
PEP,2017-02-15,2018-01-02,90.6490707397461,0.0189733582851738,-0.0598485635928967,0.012123623267306,0.0128564847774194,47758,-8.786963988939231e-06,0.0013028684287184,
PEP,2016-02-11,2018-01-02,90.6490707397461,0.0189733582851738,-0.0598485635928967,0.0121324102312949,0.011553616348701,44921,-0.0009989258084392,-0.0009880569327721,
PM,2026-02-06,2026-02-06,179.70266723632812,-0.0543733825456649,-0.0563074923872763,0.0136530088521092,0.0051613275280412,69362,0.0006535751391538,-0.0006148003269892,0.23760101914506948
PM,2025-02-06,2025-02-06,137.97512817382812,0.0362647359565635,0.1940422930441219,0.0129994337129553,0.0057761278550305,79465,0.0011859237135745,-0.000279224754715,0.016148430054266028
PM,2024-02-08,2024-02-08,80.47713470458984,0.0606673170716909,0.1329088225504415,0.0118135099993808,0.0060553526097455,80755,0.0016248977539254,0.0004693708290601,0.01561111869749321
PM,2023-02-10,2023-02-10,87.65290069580078,-0.04894505894894,-0.0582328539493235,0.0101886122454554,0.0055859817806853,73219,-0.0001158519846672,-0.0003289674752763,0.1357613713233763
PM,2022-02-11,2022-02-11,87.69751739501953,-0.1417191887488212,-0.0196114918811635,0.0103044642301226,0.0059149492559616,64244,-0.0012046860627904,0.0008170523544461,0.12106147337357687
PM,2021-02-09,2021-02-09,66.0866928100586,0.0116783256745032,0.1514249118142625,0.011509150292913,0.0050978969015155,57867,0.0007909528277276,-2.6496777095002047e-05,0.23823561545165672
PM,2020-02-07,2020-02-07,63.329864501953125,-0.0311035527779826,-0.1619116270149331,0.0107181974651854,0.0051243936786105,51128,-0.0005371948312211,-0.0017514685413732,0.04383908677549431
PM,2019-02-07,2019-02-07,52.45342254638672,0.1630391226405145,0.1076862770765834,0.0112553922964065,0.0068758622199837,45667,0.0020613569839923,0.000128995510625,-0.14379890734059986
APA,2026-02-26,2026-02-26,28.90651512145996,0.5254295532419302,0.2637289076806532,0.0077685922004709,0.0046405307392193,58183,1.4072695237816492e-05,0.0003906100287848,0.15136179342439227
APA,2025-02-28,2025-02-28,19.551897048950195,0.0154587557586829,-0.1647898583772525,0.0077545195052331,0.0042499207104345,63060,-0.0007022396261839,0.0002961112463953,-0.0896471297212641
APA,2024-02-22,2024-02-22,27.52933692932129,0.1072137967606994,0.00476744716957,0.008456759131417,0.0039538094640391,63736,0.0003635250750881,-0.0005013231879209,-0.1432893049567181
